sn,project_name,street_name,type,postal_district,market_segment,tenure,number_of_units,total_price,area_sq,type_of_area,floor_level,ppsf,date_of_sale
190,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2083000,850,Strata,01 to 05,2450,Oct-14
191,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,3950000,2250,Strata,01 to 05,1756,Oct-14
192,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1300000,936,Strata,01 to 05,1388,Oct-14
193,CLIFTEN,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1650000,1066,Strata,06 to 10,1548,Oct-14
194,NASSIM PARK RESIDENCES,NASSIM ROAD,Condominium,10,CCR,Freehold,1,10700000,3175,Strata,01 to 05,3370,Oct-14
195,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2300000,1313,Strata,01 to 05,1751,Oct-14
196,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2610000,1701,Strata,11 to 15,1535,Oct-14
197,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1789000,775,Strata,01 to 05,2308,Oct-14
198,ONE DUCHESS,DUCHESS ROAD,Apartment,10,CCR,999 yrs lease commencing from 1875,1,1091000,452,Strata,01 to 05,2413,Oct-14
199,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5320000,2669,Strata,01 to 05,1993,Oct-14
200,WING ON LIFE GARDEN,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,5600000,3498,Strata,11 to 15,1601,Oct-14
201,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2488000,1119,Strata,01 to 05,2223,Oct-14
202,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2730000,1119,Strata,11 to 15,2439,Oct-14
203,DYNASTY LODGE,SIXTH AVENUE,Apartment,10,CCR,Freehold,1,2700000,1981,Strata,01 to 05,1363,Oct-14
204,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1280000,861,Strata,06 to 10,1486,Oct-14
205,WILLYN VILLE,HOLLAND AVENUE,Apartment,10,CCR,Freehold,1,1382888,861,Strata,01 to 05,1606,Oct-14
206,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6700000,2508,Strata,06 to 10,2671,Oct-14
207,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,7208000,2874,Strata,06 to 10,2508,Oct-14
208,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1380000,689,Strata,01 to 05,2003,Oct-14
209,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,1,2500000,1507,Strata,06 to 10,1659,Oct-14
210,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1302840,549,Strata,01 to 05,2373,Oct-14
211,VILLA AZURA,CHERRY AVENUE,Condominium,10,CCR,Freehold,1,2080000,1604,Strata,01 to 05,1297,Sep-14
212,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,5080000,2260,Strata,01 to 05,2247,Sep-14
213,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1282000,538,Strata,01 to 05,2382,Sep-14
214,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2035000,1744,Strata,11 to 15,1167,Sep-14
215,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2620000,1119,Strata,06 to 10,2340,Sep-14
216,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1700000,893,Strata,01 to 05,1903,Sep-14
217,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,700000,624,Strata,06 to 10,1121,Sep-14
218,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,3060000,1475,Strata,06 to 10,2075,Sep-14
219,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,1,12380000,4004,Strata,31 to 35,3092,Sep-14
220,RESIDENTIAL APARTMENTS,HOOT KIAM ROAD,Apartment,10,CCR,Freehold,1,1220000,1012,Strata,01 to 05,1206,Sep-14
221,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1770000,904,Strata,06 to 10,1958,Sep-14
222,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3978738,2131,Strata,06 to 10,1867,Sep-14
223,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,7840000,2885,Strata,16 to 20,2718,Sep-14
224,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2130000,1270,Strata,06 to 10,1677,Sep-14
225,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,953000,452,Strata,01 to 05,2108,Sep-14
226,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2356880,1292,Strata,26 to 30,1825,Sep-14
227,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2028600,990,Strata,06 to 10,2048,Sep-14
228,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2712000,1808,Strata,16 to 20,1500,Sep-14
229,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,2,7000000,6534,Strata,11 to 15,1071,Sep-14
230,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,3400000,2540,Strata,01 to 05,1338,Sep-14
231,BEVERLY HILL,GRANGE ROAD,Condominium,10,CCR,Freehold,1,6900000,3778,Strata,01 to 05,1826,Sep-14
232,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2750000,1948,Strata,11 to 15,1411,Sep-14
233,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2241750,1281,Strata,06 to 10,1750,Sep-14
234,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2143200,893,Strata,06 to 10,2399,Sep-14
235,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1985000,990,Strata,01 to 05,2004,Sep-14
236,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1208000,883,Strata,11 to 15,1369,Sep-14
237,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1368888,689,Strata,01 to 05,1987,Sep-14
238,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,1,5800000,2863,Strata,11 to 15,2026,Sep-14
239,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,1,4000000,2454,Strata,11 to 15,1630,Sep-14
240,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1280000,538,Strata,01 to 05,2378,Sep-14
241,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,3000000,1442,Strata,06 to 10,2080,Sep-14
242,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2150000,1550,Strata,01 to 05,1387,Sep-14
243,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2525000,1658,Strata,11 to 15,1523,Sep-14
244,LEEDON 2,LEEDON ROAD,Condominium,10,CCR,Freehold,1,1200000,840,Strata,01 to 05,1429,Sep-14
245,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2080000,1367,Strata,06 to 10,1522,Sep-14
246,THE GRANGE,GRANGE GARDEN,Condominium,10,CCR,Freehold,1,4880000,2282,Strata,11 to 15,2139,Sep-14
247,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5400000,2131,Strata,06 to 10,2534,Sep-14
248,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1965000,850,Strata,01 to 05,2311,Sep-14
249,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,7313000,2497,Strata,06 to 10,2928,Sep-14
250,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5400000,2669,Strata,01 to 05,2023,Sep-14
251,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,1,2976720,1884,Strata,01 to 05,1580,Sep-14
252,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2800000,1432,Strata,01 to 05,1956,Sep-14
253,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1220000,861,Strata,06 to 10,1417,Sep-14
254,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3000000,1518,Strata,06 to 10,1977,Sep-14
255,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,2175000,1281,Strata,11 to 15,1698,Sep-14
256,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1592900,786,Strata,26 to 30,2027,Sep-14
257,TULIP GARDEN,FARRER ROAD,Condominium,10,CCR,Freehold,1,2800000,2831,Strata,01 to 05,989,Sep-14
258,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,2700000,1485,Strata,01 to 05,1818,Sep-14
259,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2500000,1119,Strata,01 to 05,2233,Sep-14
260,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1790000,775,Strata,01 to 05,2310,Sep-14
261,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1790000,861,Strata,06 to 10,2079,Sep-14
262,SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2760900,1841,Strata,01 to 05,1500,Sep-14
263,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2400000,1604,Strata,06 to 10,1496,Sep-14
264,ONE TREE HILL MANSIONS,ONE TREE HILL,Apartment,10,CCR,99 yrs lease commencing from 1973,1,1700000,1615,Strata,11 to 15,1053,Sep-14
265,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,1950000,1302,Strata,06 to 10,1497,Sep-14
266,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2060000,1302,Strata,11 to 15,1582,Sep-14
267,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1900000,1216,Strata,16 to 20,1562,Sep-14
268,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2617060,1496,Strata,26 to 30,1749,Sep-14
269,SPANISH VILLAGE,FARRER ROAD,Condominium,10,CCR,Freehold,1,1950000,1604,Strata,01 to 05,1216,Sep-14
270,TANGLIN HILL CONDOMINIUM,TANGLIN RISE,Condominium,10,CCR,Freehold,1,4750000,3315,Strata,-,1433,Aug-14
271,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1340000,1109,Strata,01 to 05,1209,Aug-14
272,CLIFTEN,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1765000,1184,Strata,11 to 15,1491,Aug-14
273,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1613210,786,Strata,31 to 35,2053,Aug-14
274,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1937000,990,Strata,01 to 05,1956,Aug-14
275,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1530000,1367,Strata,01 to 05,1119,Aug-14
276,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4093200,2131,Strata,01 to 05,1921,Aug-14
277,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4139100,2131,Strata,01 to 05,1942,Aug-14
278,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4888000,2131,Strata,11 to 15,2293,Aug-14
279,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1776120,861,Strata,01 to 05,2063,Aug-14
280,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2800000,1927,Strata,01 to 05,1453,Aug-14
281,STEVENS SUITES,STEVENS CLOSE,Apartment,10,CCR,Freehold,1,3280000,1970,Strata,01 to 05,1665,Aug-14
282,BEAVERTON COURT,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,4150000,3122,Strata,01 to 05,1329,Aug-14
283,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4500000,1948,Strata,06 to 10,2310,Aug-14
284,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,965000,452,Strata,01 to 05,2135,Aug-14
285,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2350000,1550,Strata,01 to 05,1516,Aug-14
286,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1680000,861,Strata,01 to 05,1951,Aug-14
287,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4470000,2131,Strata,01 to 05,2097,Aug-14
288,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,1600000,1109,Strata,06 to 10,1443,Aug-14
289,BOTANIC GARDENS MANSION,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2700000,1755,Strata,06 to 10,1539,Aug-14
290,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,1,4250000,2874,Strata,06 to 10,1479,Aug-14
291,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3613260,2217,Strata,31 to 35,1630,Aug-14
292,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,3200000,2486,Strata,11 to 15,1287,Aug-14
293,TULIP GARDEN,FARRER ROAD,Condominium,10,CCR,Freehold,1,2490000,1701,Strata,01 to 05,1464,Aug-14
294,SHEARES VILLE,HOLT ROAD,Apartment,10,CCR,Freehold,1,2080000,1399,Strata,01 to 05,1486,Aug-14
295,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2006060,990,Strata,06 to 10,2026,Aug-14
296,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,7750000,2885,Strata,11 to 15,2687,Aug-14
297,RV SUITES,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1050000,538,Strata,06 to 10,1951,Aug-14
298,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,1,9000000,2734,Strata,11 to 15,3292,Aug-14
299,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,1,3000000,1485,Strata,16 to 20,2020,Aug-14
300,TOMLINSON HEIGHTS,TOMLINSON ROAD,Condominium,10,CCR,Freehold,1,8300000,2734,Strata,21 to 25,3036,Aug-14
301,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2969000,1281,Strata,01 to 05,2318,Aug-14
302,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,1,1900000,1001,Strata,01 to 05,1898,Aug-14
303,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2833000,1485,Strata,06 to 10,1907,Aug-14
304,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,3000000,1453,Strata,01 to 05,2064,Aug-14
305,VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2680000,1421,Strata,01 to 05,1886,Aug-14
306,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2200000,1711,Strata,01 to 05,1285,Aug-14
307,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,3545000,1485,Strata,01 to 05,2387,Aug-14
308,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5650000,2831,Strata,01 to 05,1996,Aug-14
309,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1166758,463,Strata,11 to 15,2521,Aug-14
310,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,4704980,2121,Strata,01 to 05,2219,Aug-14
311,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2636000,1195,Strata,01 to 05,2206,Aug-14
312,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2146000,958,Strata,01 to 05,2240,Aug-14
313,CHIVERTON,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1888000,1292,Strata,11 to 15,1462,Aug-14
314,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1700000,1216,Strata,06 to 10,1398,Aug-14
315,STELLAR RV,RIVER VALLEY ROAD,Apartment,10,CCR,Freehold,1,1055000,538,Strata,01 to 05,1960,Aug-14
316,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4613805,1948,Strata,06 to 10,2368,Aug-14
317,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,5702620,2939,Strata,01 to 05,1941,Jul-14
318,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,6000000,3649,Strata,01 to 05,1644,Jul-14
319,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2680000,1550,Strata,01 to 05,1729,Jul-14
320,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2707828,1195,Strata,01 to 05,2266,Jul-14
321,THE MARBELLA,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,2520000,1496,Strata,06 to 10,1684,Jul-14
322,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,1254330,538,Strata,01 to 05,2331,Jul-14
323,THE ELEMENT @ STEVENS,STEVENS ROAD,Apartment,10,CCR,Freehold,1,1435000,958,Strata,01 to 05,1498,Jul-14
324,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,3496000,1464,Strata,01 to 05,2388,Jul-14
325,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2030000,1787,Strata,11 to 15,1136,Jul-14
326,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2180000,1335,Strata,01 to 05,1633,Jul-14
327,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,3200000,2519,Strata,11 to 15,1270,Jul-14
328,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3369230,2153,Strata,21 to 25,1565,Jul-14
329,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,946280,452,Strata,01 to 05,2093,Jul-14
330,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,2088000,1141,Strata,11 to 15,1830,Jul-14
331,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,3850000,2121,Strata,11 to 15,1816,Jul-14
332,PINEWOOD GARDENS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,2900000,1981,Strata,01 to 05,1464,Jul-14
333,ONE ROBIN,ROBIN ROAD,Apartment,10,CCR,Freehold,1,3200000,1905,Strata,11 to 15,1680,Jul-14
334,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1770000,861,Strata,01 to 05,2055,Jul-14
335,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,1480000,947,Strata,06 to 10,1562,Jul-14
336,ROBIN RESIDENCES,ROBIN DRIVE,Condominium,10,CCR,Freehold,1,2220000,926,Strata,01 to 05,2398,Jul-14
337,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5952000,2605,Strata,01 to 05,2285,Jul-14
338,KASTURINA LODGE,KAY POH ROAD,Apartment,10,CCR,Freehold,1,1150000,753,Strata,06 to 10,1526,Jul-14
339,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,959000,452,Strata,01 to 05,2121,Jul-14
340,BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1930000,1163,Strata,06 to 10,1660,Jul-14
341,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1419420,689,Strata,01 to 05,2060,Jul-14
342,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,7130000,2928,Strata,01 to 05,2435,Jul-14
343,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,3323000,1776,Strata,06 to 10,1871,Jul-14
344,WATERFALL GARDENS,FARRER ROAD,Condominium,10,CCR,Freehold,1,2980000,1830,Strata,06 to 10,1629,Jul-14
345,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1690000,861,Strata,01 to 05,1963,Jul-14
346,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4835000,1948,Strata,01 to 05,2482,Jul-14
347,CUSCADEN RESIDENCES,CUSCADEN ROAD,Condominium,10,CCR,Freehold,1,3100000,1453,Strata,06 to 10,2133,Jul-14
348,ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,Condominium,10,CCR,Freehold,1,4650000,2142,Strata,01 to 05,2171,Jul-14
349,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,1288000,657,Strata,06 to 10,1962,Jul-14
350,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,2400000,1787,Strata,11 to 15,1343,Jul-14
351,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1490000,915,Strata,11 to 15,1629,Jul-14
352,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2757000,1991,Strata,01 to 05,1384,Jul-14
353,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,971000,452,Strata,06 to 10,2148,Jul-14
354,VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2650000,1421,Strata,01 to 05,1865,Jul-14
355,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6400000,2680,Strata,11 to 15,2388,Jul-14
356,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1775000,861,Strata,01 to 05,2061,Jul-14
357,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3909000,2131,Strata,06 to 10,1834,Jul-14
358,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,2288000,1044,Strata,01 to 05,2191,Jul-14
359,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,905000,431,Strata,01 to 05,2102,Jul-14
360,ALLSWORTH PARK,HOLLAND ROAD,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2900000,1959,Strata,06 to 10,1480,Jul-14
361,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,2122000,958,Strata,01 to 05,2215,Jul-14
362,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2618000,1119,Strata,06 to 10,2339,Jul-14
363,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,2820000,1701,Strata,11 to 15,1658,Jul-14
364,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1600000,893,Strata,01 to 05,1791,Jul-14
365,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,2430000,1528,Strata,01 to 05,1590,Jul-14
366,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4588000,2045,Strata,01 to 05,2243,Jul-14
367,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,3180000,2390,Strata,11 to 15,1331,Jul-14
368,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,3093792,1776,Strata,06 to 10,1742,Jul-14
369,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1847000,990,Strata,01 to 05,1865,Jul-14
370,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2982000,1518,Strata,06 to 10,1965,Jul-14
371,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1183440,635,Strata,01 to 05,1863,Jul-14
372,THE TOMLINSON,CUSCADEN ROAD,Apartment,10,CCR,Freehold,1,4800000,2347,Strata,06 to 10,2046,Jun-14
373,HOLLAND MEWS,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,1448800,904,Strata,01 to 05,1602,Jun-14
374,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2100000,1744,Strata,21 to 25,1204,Jun-14
375,SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2960000,1938,Strata,06 to 10,1528,Jun-14
376,ALLSWORTH PARK,HOLLAND ROAD,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1513000,1033,Strata,11 to 15,1464,Jun-14
377,SOMMERVILLE PARK,SOMMERVILLE ESTATE ROAD,Condominium,10,CCR,Freehold,1,3088000,1959,Strata,-,1576,Jun-14
378,HOLLAND TOWER,HOLLAND HEIGHTS,Apartment,10,CCR,Freehold,1,2150000,1873,Strata,06 to 10,1148,Jun-14
379,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,965000,452,Strata,01 to 05,2135,Jun-14
380,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,3164047,1787,Strata,11 to 15,1771,Jun-14
381,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,947100,452,Strata,01 to 05,2095,Jun-14
382,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2800000,1539,Strata,06 to 10,1819,Jun-14
383,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3834000,2131,Strata,06 to 10,1799,Jun-14
